User Id,Entity Name,Product Type,Exchange,Option Type,Trading Symbol,Net Qty,Last Traded Price,Sell Avg Price,Buy Avg Price,Buy Qty,Sell Qty,Mark To Market,Buy Value,Sell Value,Total Turnover,Net Value,BEP,Instrument Name,Entity Type,Client Type,Strike Price,Option flag,RMS Square Off,Realized MTM,Unrealized MTM,Total Consideration,MTM (Base Currency),Realized MTM (Base Currency),Unrealised MTM (Base Currency),Buy Value (Base Currency),Sell Value (Base Currency),Net Value (Base Currency),Branch Id,Expiry,Actual Buy Avg Price,Actual Sell Avg Price,Actual Buy Value,Actual Sell Value,Actual Mark To Market,Actual Realized MTM,Actual Unrealized MTM,Lot Size,Net Lot,Buy Lot,Sell Lot,Security Id,Giveup Buy Qty,Giveup Sell Qty,Giveup Net Qty,
ZZJ17007,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 61000,60,637.90,0.00,657.00,60,0,-1146.00,39420.00,0.00,39420.00,-39420.00,657.00,OPTIDX,,Non_Institutionals,61000.00,ITM,Included,0.00,-1146.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,657.00,0.00,39420.00,0.00,-1146.00,0.00,-1146.00,30,2,2,0,60269,0,0,0,
ZZJ17007,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 60000,60,937.10,920.00,920.95,120,60,912.00,110514.00,55200.00,165714.00,-55314.00,921.90,OPTIDX,,Non_Institutionals,60000.00,ITM,Included,-57.00,969.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,920.95,920.00,110514.00,55200.00,912.00,-57.00,969.00,30,2,4,2,60243,0,0,0,
ZZJ16183,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 61000,60,637.90,0.00,657.40,60,0,-1170.00,39444.00,0.00,39444.00,-39444.00,657.40,OPTIDX,,Non_Institutionals,61000.00,ITM,Included,0.00,-1170.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,657.40,0.00,39444.00,0.00,-1170.00,0.00,-1170.00,30,2,2,0,60269,0,0,0,
ZZJ16183,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 60000,60,937.10,0.00,918.30,60,0,1128.00,55098.00,0.00,55098.00,-55098.00,918.30,OPTIDX,,Non_Institutionals,60000.00,ITM,Included,0.00,1128.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,918.30,0.00,55098.00,0.00,1128.00,0.00,1128.00,30,2,2,0,60243,0,0,0,
ZZJ16183,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 58500,180,71.50,0.00,72.90,180,0,-252.00,13122.00,0.00,13122.00,-13122.00,72.90,OPTIDX,,Non_Institutionals,58500.00,OTM,Included,0.00,-252.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,72.90,0.00,13122.00,0.00,-252.00,0.00,-252.00,30,6,6,0,60084,0,0,0,
ZZJ16183,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 62500,180,53.40,0.00,52.89,180,0,91.50,9520.50,0.00,9520.50,-9520.50,52.89,OPTIDX,,Non_Institutionals,62500.00,OTM,Included,0.00,91.50,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,52.89,0.00,9520.50,0.00,91.50,0.00,91.50,30,6,6,0,60379,0,0,0,
ZZJ17007,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 62500,180,53.40,0.00,53.15,180,0,45.00,9567.00,0.00,9567.00,-9567.00,53.15,OPTIDX,,Non_Institutionals,62500.00,OTM,Included,0.00,45.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,53.15,0.00,9567.00,0.00,45.00,0.00,45.00,30,6,6,0,60379,0,0,0,
ZZJ17007,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 58500,180,71.50,0.00,72.08,180,0,-103.50,12973.50,0.00,12973.50,-12973.50,72.08,OPTIDX,,Non_Institutionals,58500.00,OTM,Included,0.00,-103.50,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,72.08,0.00,12973.50,0.00,-103.50,0.00,-103.50,30,6,6,0,60084,0,0,0,
ZZJ17007,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 64000,240,16.75,0.00,16.75,240,0,0.00,4020.00,0.00,4020.00,-4020.00,16.75,OPTIDX,,Non_Institutionals,64000.00,OTM,Included,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,16.75,0.00,4020.00,0.00,0.00,0.00,0.00,30,8,8,0,60420,0,0,0,
ZZJ16183,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 56000,240,28.65,0.00,28.95,240,0,-72.00,6948.00,0.00,6948.00,-6948.00,28.95,OPTIDX,,Non_Institutionals,56000.00,OTM,Included,0.00,-72.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,28.95,0.00,6948.00,0.00,-72.00,0.00,-72.00,30,8,8,0,59999,0,0,0,
ZZJ16183,,NRML,NSEFO,CE,BANKNIFTY 24FEB2026 CE 64000,240,16.75,0.00,16.55,240,0,48.00,3972.00,0.00,3972.00,-3972.00,16.55,OPTIDX,,Non_Institutionals,64000.00,OTM,Included,0.00,48.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,16.55,0.00,3972.00,0.00,48.00,0.00,48.00,30,8,8,0,60420,0,0,0,
ZZJ17007,,NRML,NSEFO,PE,BANKNIFTY 24FEB2026 PE 56000,240,28.65,0.00,29.00,240,0,-84.00,6960.00,0.00,6960.00,-6960.00,29.00,OPTIDX,,Non_Institutionals,56000.00,OTM,Included,0.00,-84.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,24Feb2026,29.00,0.00,6960.00,0.00,-84.00,0.00,-84.00,30,8,8,0,59999,0,0,0,
DLL13516,,NRML,NSEFO,PE,NIFTY 10FEB2026 PE 25700,10140,0.15,0.00,5.99,10140,0,-59176.00,60697.00,0.00,60697.00,-60697.00,5.99,OPTIDX,,Non_Institutionals,25700.00,OTM,Included,0.00,-59176.00,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,10Feb2026,5.99,0.00,60697.00,0.00,-59176.00,0.00,-59176.00,65,156,156,0,42531,0,0,0,
DLL13516,,NRML,NSEFO,CE,NIFTY 10FEB2026 CE 26050,10140,0.25,0.00,7.79,10140,0,-76472.50,79007.50,0.00,79007.50,-79007.50,7.79,OPTIDX,,Non_Institutionals,26050.00,OTM,Included,0.00,-76472.50,,0.00,0.00,0.00,0.00,0.00,0.00,AFSL,10Feb2026,7.79,0.00,79007.50,0.00,-76472.50,0.00,-76472.50,65,156,156,0,42548,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
