Account Id,Exchange,Trading Symbol,Product Type,Net Qty,Last Traded Price,Buy Qty,Sell Qty,Buy Value,Sell Value,Mark To Market,Total Turnover,Net Value,Buy Avg Price,Sell Avg Price,BEP,Instrument Name,Entity Type,Client Type,Option Type,Strike Price,Option flag,RMS Square Off,Realized MTM,Unrealized MTM,Total Consideration,MTM (Base Currency),Realized MTM (Base Currency),Unrealised MTM (Base Currency),Buy Value (Base Currency),Sell Value (Base Currency),Net Value (Base Currency),Branch Id,Expiry,Actual Buy Avg Price,Actual Sell Avg Price,Actual Buy Value,Actual Sell Value,Actual Mark To Market,Actual Realized MTM,Actual Unrealized MTM,Lot Size,Net Lot,Buy Lot,Sell Lot,Security Id,Giveup Buy Qty,Giveup Sell Qty,Giveup Net Qty,
PR33,NSEFO,NIFTY 24FEB2026 CE 25950,NRML,0,137.55,910,910,203151.00,168493.00,-34658.00,371644.00,-34658.00,223.24,185.16,0.00,OPTIDX,,Non_Institutionals,CE,25950.00,OTM,Included,-34658.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,24Feb2026,223.24,185.16,203151.00,168493.00,-34658.00,-34658.00,0.00,65,0,14,14,64870,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 CE 83700,NRML,0,0.05,14000,14000,251849.00,220056.00,-31793.00,471905.00,-31793.00,17.99,15.72,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,-31793.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,17.99,15.72,251849.00,220056.00,-31793.00,-31793.00,0.00,20,0,700,700,827331,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 PE 83800,NRML,0,124.80,11180,11180,1057056.00,884736.00,-172320.00,1941792.00,-172320.00,94.55,79.14,0.00,IO,,Non_Institutionals,PE,83800.00,ITM,Included,-172320.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,94.55,79.14,1057056.00,884736.00,-172320.00,-172320.00,0.00,20,0,559,559,827104,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 CE 87000,NRML,0,0.05,3000,3000,6175.00,6200.00,25.00,12375.00,25.00,2.06,2.07,0.00,IO,,Non_Institutionals,CE,87000.00,OTM,Included,25.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.06,2.07,6175.00,6200.00,25.00,25.00,0.00,20,0,150,150,826400,0,0,0,
PR25,BSEFO,SENSEX 12FEB2026 PE 82500,NRML,0,0.05,20,20,74.00,64.00,-10.00,138.00,-10.00,3.70,3.20,0.00,IO,,Non_Institutionals,PE,82500.00,OTM,Included,-10.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.70,3.20,74.00,64.00,-10.00,-10.00,0.00,20,0,1,1,824147,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 CE 83800,NRML,0,0.05,580,580,53267.00,73860.00,20593.00,127127.00,20593.00,91.84,127.34,0.00,IO,,Non_Institutionals,CE,83800.00,OTM,Included,20593.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,91.84,127.34,53267.00,73860.00,20593.00,20593.00,0.00,20,0,29,29,825592,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 CE 83600,NRML,0,74.70,2400,2400,293502.00,313045.00,19543.00,606547.00,19543.00,122.29,130.44,0.00,IO,,Non_Institutionals,CE,83600.00,ITM,Included,19543.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,122.29,130.44,293502.00,313045.00,19543.00,19543.00,0.00,20,0,120,120,825144,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 83500,MIS,0,0.05,400,400,11637.00,8940.00,-2697.00,20577.00,-2697.00,29.09,22.35,0.00,IO,,Non_Institutionals,PE,83500.00,OTM,Included,-2697.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,29.09,22.35,11637.00,8940.00,-2697.00,-2697.00,0.00,20,0,20,20,828414,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 84200,NRML,0,0.05,1900,1900,5295.00,6670.00,1375.00,11965.00,1375.00,2.79,3.51,0.00,IO,,Non_Institutionals,CE,84200.00,OTM,Included,1375.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.79,3.51,5295.00,6670.00,1375.00,1375.00,0.00,20,0,95,95,828461,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 CE 83700,NRML,0,0.05,100,100,2762.00,2394.00,-368.00,5156.00,-368.00,27.62,23.94,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,-368.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,27.62,23.94,2762.00,2394.00,-368.00,-368.00,0.00,20,0,5,5,827331,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 PE 82500,NRML,0,0.05,6000,6000,16150.00,19350.00,3200.00,35500.00,3200.00,2.69,3.23,0.00,IO,,Non_Institutionals,PE,82500.00,OTM,Included,3200.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.69,3.23,16150.00,19350.00,3200.00,3200.00,0.00,20,0,300,300,824147,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 CE 86900,NRML,0,0.05,120,120,240.00,274.00,34.00,514.00,34.00,2.00,2.28,0.00,IO,,Non_Institutionals,CE,86900.00,OTM,Included,34.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.00,2.28,240.00,274.00,34.00,34.00,0.00,20,0,6,6,829389,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 PE 83600,NRML,0,0.05,2240,2240,50656.00,75517.00,24861.00,126173.00,24861.00,22.61,33.71,0.00,IO,,Non_Institutionals,PE,83600.00,OTM,Included,24861.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,22.61,33.71,50656.00,75517.00,24861.00,24861.00,0.00,20,0,112,112,826651,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 81600,MIS,0,0.05,400,400,790.00,270.00,-520.00,1060.00,-520.00,1.98,0.68,0.00,IO,,Non_Institutionals,PE,81600.00,OTM,Included,-520.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.98,0.68,790.00,270.00,-520.00,-520.00,0.00,20,0,20,20,825350,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 80900,MIS,0,0.05,1120,1120,2432.00,1528.00,-904.00,3960.00,-904.00,2.17,1.36,0.00,IO,,Non_Institutionals,PE,80900.00,OTM,Included,-904.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.17,1.36,2432.00,1528.00,-904.00,-904.00,0.00,20,0,56,56,831462,0,0,0,
PR23,BSEFO,SENSEX 12FEB2026 PE 83900,NRML,0,224.40,120,120,32286.00,19704.00,-12582.00,51990.00,-12582.00,269.05,164.20,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-12582.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,269.05,164.20,32286.00,19704.00,-12582.00,-12582.00,0.00,20,0,6,6,825357,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 PE 83000,NRML,0,0.05,1000,1000,4600.00,2650.00,-1950.00,7250.00,-1950.00,4.60,2.65,0.00,IO,,Non_Institutionals,PE,83000.00,OTM,Included,-1950.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,4.60,2.65,4600.00,2650.00,-1950.00,-1950.00,0.00,20,0,50,50,829276,0,0,0,
PR06,BSEFO,SENSEX 12FEB2026 PE 83900,NRML,0,224.40,1820,1820,261339.00,221583.00,-39756.00,482922.00,-39756.00,143.59,121.75,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-39756.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,143.59,121.75,261339.00,221583.00,-39756.00,-39756.00,0.00,20,0,91,91,825357,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 80800,NRML,0,0.05,100,100,210.00,60.00,-150.00,270.00,-150.00,2.10,0.60,0.00,IO,,Non_Institutionals,PE,80800.00,OTM,Included,-150.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.10,0.60,210.00,60.00,-150.00,-150.00,0.00,20,0,5,5,828715,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 81100,NRML,0,0.05,200,200,410.00,350.00,-60.00,760.00,-60.00,2.05,1.75,0.00,IO,,Non_Institutionals,PE,81100.00,OTM,Included,-60.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.05,1.75,410.00,350.00,-60.00,-60.00,0.00,20,0,10,10,826165,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 CE 83900,NRML,0,0.05,1320,1320,106361.00,188274.00,81913.00,294635.00,81913.00,80.58,142.63,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,81913.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,80.58,142.63,106361.00,188274.00,81913.00,81913.00,0.00,20,0,66,66,827778,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 85100,NRML,0,0.05,820,820,2622.00,1707.00,-915.00,4329.00,-915.00,3.20,2.08,0.00,IO,,Non_Institutionals,CE,85100.00,OTM,Included,-915.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.20,2.08,2622.00,1707.00,-915.00,-915.00,0.00,20,0,41,41,827285,0,0,0,
PR04,BSEFO,SENSEX 12FEB2026 CE 84000,MIS,0,0.05,11300,11300,1093909.00,1164291.00,70382.00,2258200.00,70382.00,96.81,103.03,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,70382.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,96.81,103.03,1093909.00,1164291.00,70382.00,70382.00,0.00,20,0,565,565,824824,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 83900,MIS,0,224.40,640,640,84700.00,73512.00,-11188.00,158212.00,-11188.00,132.34,114.86,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-11188.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,132.34,114.86,84700.00,73512.00,-11188.00,-11188.00,0.00,20,0,32,32,825357,0,0,0,
PR05,BSEFO,SENSEX 19FEB2026 CE 88500,MIS,0,10.85,400,400,5032.00,4160.00,-872.00,9192.00,-872.00,12.58,10.40,0.00,IO,,Non_Institutionals,CE,88500.00,OTM,Included,-872.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,19Feb2026,12.58,10.40,5032.00,4160.00,-872.00,-872.00,0.00,20,0,20,20,837636,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 CE 85400,NRML,0,0.05,220,220,825.00,633.00,-192.00,1458.00,-192.00,3.75,2.88,0.00,IO,,Non_Institutionals,CE,85400.00,OTM,Included,-192.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.75,2.88,825.00,633.00,-192.00,-192.00,0.00,20,0,11,11,825962,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 CE 84000,NRML,0,0.05,280,280,13401.00,16013.00,2612.00,29414.00,2612.00,47.86,57.19,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,2612.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,47.86,57.19,13401.00,16013.00,2612.00,2612.00,0.00,20,0,14,14,824824,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 83900,NRML,0,0.05,4040,4040,221990.00,299159.00,77169.00,521149.00,77169.00,54.95,74.05,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,77169.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,54.95,74.05,221990.00,299159.00,77169.00,77169.00,0.00,20,0,202,202,827778,0,0,0,
PR09,BSEFO,SENSEX 12FEB2026 PE 83900,NRML,0,224.40,500,500,88505.00,56526.00,-31979.00,145031.00,-31979.00,177.01,113.05,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-31979.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,177.01,113.05,88505.00,56526.00,-31979.00,-31979.00,0.00,20,0,25,25,825357,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 CE 86800,NRML,0,0.05,100,100,205.00,10.00,-195.00,215.00,-195.00,2.05,0.10,0.00,IO,,Non_Institutionals,CE,86800.00,OTM,Included,-195.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.05,0.10,205.00,10.00,-195.00,-195.00,0.00,20,0,5,5,831674,0,0,0,
PR05,BSEFO,SENSEX 19FEB2026 CE 87300,NRML,0,15.00,400,400,7460.00,6136.00,-1324.00,13596.00,-1324.00,18.65,15.34,0.00,IO,,Non_Institutionals,CE,87300.00,OTM,Included,-1324.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,19Feb2026,18.65,15.34,7460.00,6136.00,-1324.00,-1324.00,0.00,20,0,20,20,837197,0,0,0,
PR20,NSEFO,NIFTY 17FEB2026 PE 25900,MIS,0,143.60,390,390,54925.00,43199.00,-11726.00,98124.00,-11726.00,140.83,110.77,0.00,OPTIDX,,Non_Institutionals,PE,25900.00,ITM,Included,-11726.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,17Feb2026,140.83,110.77,54925.00,43199.00,-11726.00,-11726.00,0.00,65,0,6,6,48233,0,0,0,
PR22,BSEFO,SENSEX 12FEB2026 PE 83400,NRML,0,0.05,2800,2800,16730.00,10920.00,-5810.00,27650.00,-5810.00,5.98,3.90,0.00,IO,,Non_Institutionals,PE,83400.00,OTM,Included,-5810.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,5.98,3.90,16730.00,10920.00,-5810.00,-5810.00,0.00,20,0,140,140,826171,0,0,0,
PR36,BSEFO,SENSEX 12FEB2026 CE 84000,NRML,0,0.05,3500,3500,134068.00,267882.00,133814.00,401950.00,133814.00,38.31,76.54,0.00,IO,,Non_Institutionals,CE,84000.00,OTM,Included,133814.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,38.31,76.54,134068.00,267882.00,133814.00,133814.00,0.00,20,0,175,175,824824,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 84500,NRML,0,0.05,3600,3600,15360.00,15353.00,-7.00,30713.00,-7.00,4.27,4.26,0.00,IO,,Non_Institutionals,CE,84500.00,OTM,Included,-7.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,4.27,4.26,15360.00,15353.00,-7.00,-7.00,0.00,20,0,180,180,831669,0,0,0,
PR20,NSEFO,NIFTY 17FEB2026 CE 26750,NRML,0,4.00,65,65,256.75,302.25,45.50,559.00,45.50,3.95,4.65,0.00,OPTIDX,,Non_Institutionals,CE,26750.00,OTM,Included,45.50,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,17Feb2026,3.95,4.65,256.75,302.25,45.50,45.50,0.00,65,0,1,1,48271,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 82900,NRML,0,0.05,120,120,616.00,196.00,-420.00,812.00,-420.00,5.13,1.63,0.00,IO,,Non_Institutionals,PE,82900.00,OTM,Included,-420.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,5.13,1.63,616.00,196.00,-420.00,-420.00,0.00,20,0,6,6,825090,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 PE 83100,NRML,0,0.05,100,100,470.00,760.00,290.00,1230.00,290.00,4.70,7.60,0.00,IO,,Non_Institutionals,PE,83100.00,OTM,Included,290.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,4.70,7.60,470.00,760.00,290.00,290.00,0.00,20,0,5,5,827485,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 PE 83400,NRML,0,0.05,1600,1600,8035.00,12390.00,4355.00,20425.00,4355.00,5.02,7.74,0.00,IO,,Non_Institutionals,PE,83400.00,OTM,Included,4355.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,5.02,7.74,8035.00,12390.00,4355.00,4355.00,0.00,20,0,80,80,826171,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 PE 83600,NRML,0,0.05,240,240,5712.00,6527.00,815.00,12239.00,815.00,23.80,27.20,0.00,IO,,Non_Institutionals,PE,83600.00,OTM,Included,815.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,23.80,27.20,5712.00,6527.00,815.00,815.00,0.00,20,0,12,12,826651,0,0,0,
PR22,BSEFO,SENSEX 12FEB2026 CE 83900,NRML,0,0.05,9800,9800,292070.00,508312.00,216242.00,800382.00,216242.00,29.80,51.87,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,216242.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,29.80,51.87,292070.00,508312.00,216242.00,216242.00,0.00,20,0,490,490,827778,0,0,0,
PR12,BSEFO,SENSEX 12FEB2026 CE 84500,NRML,0,0.05,820,820,2352.00,2232.00,-120.00,4584.00,-120.00,2.87,2.72,0.00,IO,,Non_Institutionals,CE,84500.00,OTM,Included,-120.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.87,2.72,2352.00,2232.00,-120.00,-120.00,0.00,20,0,41,41,831669,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 85200,NRML,0,0.05,620,620,1956.00,1585.00,-371.00,3541.00,-371.00,3.15,2.56,0.00,IO,,Non_Institutionals,CE,85200.00,OTM,Included,-371.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.15,2.56,1956.00,1585.00,-371.00,-371.00,0.00,20,0,31,31,825539,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 84200,NRML,0,0.05,1020,1020,180878.00,215431.00,34553.00,396309.00,34553.00,177.33,211.21,0.00,IO,,Non_Institutionals,CE,84200.00,OTM,Included,34553.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,177.33,211.21,180878.00,215431.00,34553.00,34553.00,0.00,20,0,51,51,828461,0,0,0,
PR24,BSEFO,SENSEX 12FEB2026 PE 83900,MIS,0,224.40,840,840,108189.00,95523.00,-12666.00,203712.00,-12666.00,128.80,113.72,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-12666.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,128.80,113.72,108189.00,95523.00,-12666.00,-12666.00,0.00,20,0,42,42,825357,0,0,0,
PR23,BSEFO,SENSEX 12FEB2026 CE 84500,NRML,0,0.05,60,60,159.00,1050.00,891.00,1209.00,891.00,2.65,17.50,0.00,IO,,Non_Institutionals,CE,84500.00,OTM,Included,891.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.65,17.50,159.00,1050.00,891.00,891.00,0.00,20,0,3,3,831669,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 83800,NRML,0,0.05,1840,1840,202481.00,210952.00,8471.00,413433.00,8471.00,110.04,114.65,0.00,IO,,Non_Institutionals,CE,83800.00,OTM,Included,8471.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,110.04,114.65,202481.00,210952.00,8471.00,8471.00,0.00,20,0,92,92,825592,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 PE 83900,NRML,0,224.40,20,20,4098.00,3376.00,-722.00,7474.00,-722.00,204.90,168.80,0.00,IO,,Non_Institutionals,PE,83900.00,ITM,Included,-722.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,204.90,168.80,4098.00,3376.00,-722.00,-722.00,0.00,20,0,1,1,825357,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 80800,MIS,0,0.05,200,200,460.00,20.00,-440.00,480.00,-440.00,2.30,0.10,0.00,IO,,Non_Institutionals,PE,80800.00,OTM,Included,-440.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.30,0.10,460.00,20.00,-440.00,-440.00,0.00,20,0,10,10,828715,0,0,0,
PR24,BSEFO,SENSEX 12FEB2026 CE 83900,MIS,0,0.05,1140,1140,57651.00,105189.00,47538.00,162840.00,47538.00,50.57,92.27,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,47538.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,50.57,92.27,57651.00,105189.00,47538.00,47538.00,0.00,20,0,57,57,827778,0,0,0,
PR23,BSEFO,SENSEX 12FEB2026 CE 84300,NRML,0,0.05,120,120,183.00,3996.00,3813.00,4179.00,3813.00,1.53,33.30,0.00,IO,,Non_Institutionals,CE,84300.00,OTM,Included,3813.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.53,33.30,183.00,3996.00,3813.00,3813.00,0.00,20,0,6,6,831199,0,0,0,
PR20,NSEFO,NIFTY 24FEB2026 PE 25600,NRML,0,85.65,130,130,8528.00,9626.50,1098.50,18154.50,1098.50,65.60,74.05,0.00,OPTIDX,,Non_Institutionals,PE,25600.00,OTM,Included,1098.50,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,24Feb2026,65.60,74.05,8528.00,9626.50,1098.50,1098.50,0.00,65,0,2,2,64857,0,0,0,
PR24,BSEFO,SENSEX 12FEB2026 CE 83700,MIS,0,0.05,500,500,53643.00,57993.00,4350.00,111636.00,4350.00,107.29,115.99,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,4350.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,107.29,115.99,53643.00,57993.00,4350.00,4350.00,0.00,20,0,25,25,827331,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 84800,NRML,0,0.05,40,40,332.00,86.00,-246.00,418.00,-246.00,8.30,2.15,0.00,IO,,Non_Institutionals,CE,84800.00,OTM,Included,-246.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,8.30,2.15,332.00,86.00,-246.00,-246.00,0.00,20,0,2,2,830342,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 PE 81700,MIS,0,0.05,400,400,860.00,20.00,-840.00,880.00,-840.00,2.15,0.05,0.00,IO,,Non_Institutionals,PE,81700.00,OTM,Included,-840.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,2.15,0.05,860.00,20.00,-840.00,-840.00,0.00,20,0,20,20,827525,0,0,0,
PR16,BSEFO,SENSEX 12FEB2026 CE 83700,NRML,0,0.05,3320,3320,240271.00,315347.00,75076.00,555618.00,75076.00,72.37,94.98,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,75076.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,72.37,94.98,240271.00,315347.00,75076.00,75076.00,0.00,20,0,166,166,827331,0,0,0,
PR12,BSEFO,SENSEX 12FEB2026 CE 84800,NRML,0,0.05,540,540,2472.00,1230.00,-1242.00,3702.00,-1242.00,4.58,2.28,0.00,IO,,Non_Institutionals,CE,84800.00,OTM,Included,-1242.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,4.58,2.28,2472.00,1230.00,-1242.00,-1242.00,0.00,20,0,27,27,830342,0,0,0,
PR05,BSEFO,SENSEX 12FEB2026 CE 83900,NRML,0,0.05,200,200,720.00,4872.00,4152.00,5592.00,4152.00,3.60,24.36,0.00,IO,,Non_Institutionals,CE,83900.00,OTM,Included,4152.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.60,24.36,720.00,4872.00,4152.00,4152.00,0.00,20,0,10,10,827778,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 PE 80900,NRML,0,0.05,2500,2500,4965.00,2875.00,-2090.00,7840.00,-2090.00,1.99,1.15,0.00,IO,,Non_Institutionals,PE,80900.00,OTM,Included,-2090.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.99,1.15,4965.00,2875.00,-2090.00,-2090.00,0.00,20,0,125,125,831462,0,0,0,
PR15,BSEFO,SENSEX 12FEB2026 CE 83700,MIS,0,0.05,1320,1320,57426.00,194054.00,136628.00,251480.00,136628.00,43.50,147.01,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,136628.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,43.50,147.01,57426.00,194054.00,136628.00,136628.00,0.00,20,0,66,66,827331,0,0,0,
PR33,BSEFO,SENSEX 12FEB2026 PE 83600,NRML,0,0.05,480,480,10586.00,9171.00,-1415.00,19757.00,-1415.00,22.05,19.11,0.00,IO,,Non_Institutionals,PE,83600.00,OTM,Included,-1415.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,22.05,19.11,10586.00,9171.00,-1415.00,-1415.00,0.00,20,0,24,24,826651,0,0,0,
PR10,BSEFO,SENSEX 12FEB2026 CE 83800,NRML,0,0.05,11160,11160,517479.00,762202.00,244723.00,1279681.00,244723.00,46.37,68.30,0.00,IO,,Non_Institutionals,CE,83800.00,OTM,Included,244723.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,46.37,68.30,517479.00,762202.00,244723.00,244723.00,0.00,20,0,558,558,825592,0,0,0,
PR07,BSEFO,SENSEX 12FEB2026 CE 83700,MIS,0,0.05,3100,3100,677261.00,429039.00,-248222.00,1106300.00,-248222.00,218.47,138.40,0.00,IO,,Non_Institutionals,CE,83700.00,ATM,Included,-248222.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,218.47,138.40,677261.00,429039.00,-248222.00,-248222.00,0.00,20,0,155,155,827331,0,0,0,
PR14,BSEFO,SENSEX 19FEB2026 CE 87300,NRML,0,15.00,200,200,3360.00,3130.00,-230.00,6490.00,-230.00,16.80,15.65,0.00,IO,,Non_Institutionals,CE,87300.00,OTM,Included,-230.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,19Feb2026,16.80,15.65,3360.00,3130.00,-230.00,-230.00,0.00,20,0,10,10,837197,0,0,0,
PR14,BSEFO,SENSEX 12FEB2026 PE 82200,NRML,0,0.05,100,100,155.00,100.00,-55.00,255.00,-55.00,1.55,1.00,0.00,IO,,Non_Institutionals,PE,82200.00,OTM,Included,-55.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,1.55,1.00,155.00,100.00,-55.00,-55.00,0.00,20,0,5,5,825489,0,0,0,
PR20,BSEFO,SENSEX 12FEB2026 CE 85300,NRML,0,0.05,1340,1340,4569.00,3510.00,-1059.00,8079.00,-1059.00,3.41,2.62,0.00,IO,,Non_Institutionals,CE,85300.00,OTM,Included,-1059.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,PRANAT,12Feb2026,3.41,2.62,4569.00,3510.00,-1059.00,-1059.00,0.00,20,0,67,67,827733,0,0,0,
